station_id,station_name,elevation_m,latitude,longitude,date,tmean_c,tmax_c,tmin_c,dtr_c,n_obs_day,precip_mm
khaishi,Khaishi,700,42.57,42.11,6/18/1975,20.2,26.4,16,10.4,1,0
khaishi,Khaishi,700,42.57,42.11,6/19/1975,20.4,27.1,15.6,11.5,1,0.8
khaishi,Khaishi,700,42.57,42.11,6/20/1975,22.4,31.6,15.4,16.2,1,0
khaishi,Khaishi,700,42.57,42.11,6/21/1975,24.3,32.6,17,15.6,1,0
khaishi,Khaishi,700,42.57,42.11,6/22/1975,25.2,32,19.1,12.9,1,0.6
khaishi,Khaishi,700,42.57,42.11,6/23/1975,18.6,29.1,16,13.1,1,13.9
khaishi,Khaishi,700,42.57,42.11,6/24/1975,17.7,23.7,13.2,10.5,1,1.3
khaishi,Khaishi,700,42.57,42.11,6/25/1975,20.5,29.1,14.5,14.6,1,9.4
khaishi,Khaishi,700,42.57,42.11,6/26/1975,20.6,27.7,15.4,12.3,1,4.4
khaishi,Khaishi,700,42.57,42.11,6/27/1975,20.6,27.1,15.4,11.7,1,0
khaishi,Khaishi,700,42.57,42.11,6/28/1975,22.2,27.4,17,10.4,1,0
khaishi,Khaishi,700,42.57,42.11,6/29/1975,20.6,25.2,18,7.2,1,28.9
khaishi,Khaishi,700,42.57,42.11,6/30/1975,19.7,24.4,16,8.4,1,0
khaishi,Khaishi,700,42.57,42.11,7/1/1975,18.9,22.6,16,6.6,1,7.7
khaishi,Khaishi,700,42.57,42.11,7/2/1975,21.2,29.2,15.4,13.8,1,0
khaishi,Khaishi,700,42.57,42.11,7/3/1975,22.6,32.1,14.8,17.3,1,0
khaishi,Khaishi,700,42.57,42.11,7/4/1975,22.6,28.3,16.5,11.8,1,0
khaishi,Khaishi,700,42.57,42.11,7/5/1975,20.3,23.7,18.6,5.1,1,62.9
khaishi,Khaishi,700,42.57,42.11,7/6/1975,21,25.4,14.9,10.5,1,0
khaishi,Khaishi,700,42.57,42.11,7/7/1975,22.2,29.8,14.9,14.9,1,0
khaishi,Khaishi,700,42.57,42.11,7/8/1975,21.1,27.1,16.5,10.6,1,0.3
khaishi,Khaishi,700,42.57,42.11,7/9/1975,19.7,23.3,15.2,8.1,1,2.1
khaishi,Khaishi,700,42.57,42.11,7/10/1975,18.9,24,13.9,10.1,1,0
khaishi,Khaishi,700,42.57,42.11,7/11/1975,18.8,23.1,15.7,7.4,1,21.6
khaishi,Khaishi,700,42.57,42.11,7/12/1975,21,28.4,15.2,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,7/13/1975,20.9,27.1,16,11.1,1,0
khaishi,Khaishi,700,42.57,42.11,7/14/1975,22,28.2,17.5,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,7/15/1975,21.9,26.5,18.4,8.1,1,0.8
khaishi,Khaishi,700,42.57,42.11,7/16/1975,20.4,24.3,15.2,9.1,1,8.7
khaishi,Khaishi,700,42.57,42.11,7/17/1975,21,26.8,16.4,10.4,1,0
khaishi,Khaishi,700,42.57,42.11,7/18/1975,21.6,26.8,17,9.8,1,0
khaishi,Khaishi,700,42.57,42.11,7/19/1975,22,26.8,17.4,9.4,1,0
khaishi,Khaishi,700,42.57,42.11,7/20/1975,22.5,28,18.2,9.8,1,0
khaishi,Khaishi,700,42.57,42.11,7/21/1975,23.8,31.6,18.6,13,1,0
khaishi,Khaishi,700,42.57,42.11,7/22/1975,24,30.5,17.9,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,7/23/1975,22.2,29.9,18,11.9,1,4
khaishi,Khaishi,700,42.57,42.11,7/24/1975,20.3,24.7,17.6,7.1,1,13.9
khaishi,Khaishi,700,42.57,42.11,7/25/1975,22.1,31.7,15.8,15.9,1,0
khaishi,Khaishi,700,42.57,42.11,7/26/1975,22,30.3,14.8,15.5,1,0
khaishi,Khaishi,700,42.57,42.11,7/27/1975,23.3,31.5,17.5,14,1,0
khaishi,Khaishi,700,42.57,42.11,7/28/1975,23,32.8,15.6,17.2,1,0
khaishi,Khaishi,700,42.57,42.11,7/29/1975,21.8,29.5,19.2,10.3,1,19.7
khaishi,Khaishi,700,42.57,42.11,7/30/1975,20.5,25.1,15.7,9.4,1,0
khaishi,Khaishi,700,42.57,42.11,7/31/1975,20.3,25.1,15.7,9.4,1,0
khaishi,Khaishi,700,42.57,42.11,8/1/1975,18.4,24.4,13.2,11.2,1,0
khaishi,Khaishi,700,42.57,42.11,8/2/1975,18.2,22.5,15.7,6.8,1,1.6
khaishi,Khaishi,700,42.57,42.11,8/3/1975,19,24.3,14.9,9.4,1,1.7
khaishi,Khaishi,700,42.57,42.11,8/4/1975,21.3,25.1,17.5,7.6,1,0
khaishi,Khaishi,700,42.57,42.11,8/5/1975,20.7,25.4,18,7.4,1,0
khaishi,Khaishi,700,42.57,42.11,8/6/1975,21.1,24.7,19.2,5.5,1,2.9
khaishi,Khaishi,700,42.57,42.11,8/7/1975,21.6,25.9,17.6,8.3,1,0
khaishi,Khaishi,700,42.57,42.11,8/8/1975,23.3,28.7,18.2,10.5,1,0
khaishi,Khaishi,700,42.57,42.11,8/9/1975,23.6,30.1,18.3,11.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/10/1975,22.8,26.9,20.2,6.7,1,4.1
khaishi,Khaishi,700,42.57,42.11,8/11/1975,20.9,26.5,16.6,9.9,1,0
khaishi,Khaishi,700,42.57,42.11,8/12/1975,19.3,25.1,14.8,10.3,1,11.7
khaishi,Khaishi,700,42.57,42.11,8/13/1975,19.4,23.9,15.8,8.1,1,0
khaishi,Khaishi,700,42.57,42.11,8/14/1975,19.8,25.5,15.3,10.2,1,0
khaishi,Khaishi,700,42.57,42.11,8/15/1975,16.2,20,13.2,6.8,1,10.8
khaishi,Khaishi,700,42.57,42.11,8/16/1975,15,20.7,10.6,10.1,1,0
khaishi,Khaishi,700,42.57,42.11,8/17/1975,17.6,25.2,11.6,13.6,1,0
khaishi,Khaishi,700,42.57,42.11,8/18/1975,20.2,27.9,12.3,15.6,1,0
khaishi,Khaishi,700,42.57,42.11,8/19/1975,21.2,28.3,13.5,14.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/20/1975,21.6,28.1,14.6,13.5,1,0
khaishi,Khaishi,700,42.57,42.11,8/21/1975,21.8,30.1,14.5,15.6,1,0
khaishi,Khaishi,700,42.57,42.11,8/22/1975,21,27.5,14.7,12.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/23/1975,21.1,26.3,15.9,10.4,1,0
khaishi,Khaishi,700,42.57,42.11,8/24/1975,21.9,26.5,18.2,8.3,1,0
khaishi,Khaishi,700,42.57,42.11,8/25/1975,20.9,29.3,14.5,14.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/26/1975,21.4,31.7,13.8,17.9,1,0
khaishi,Khaishi,700,42.57,42.11,8/27/1975,22.8,31.8,15.3,16.5,1,0
khaishi,Khaishi,700,42.57,42.11,8/28/1975,22,29,15.9,13.1,1,0
khaishi,Khaishi,700,42.57,42.11,8/29/1975,22.8,29.8,18.4,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,8/30/1975,22.1,31.3,17.5,13.8,1,0
khaishi,Khaishi,700,42.57,42.11,8/31/1975,22.2,31.7,15.7,16,1,0
khaishi,Khaishi,700,42.57,42.11,9/1/1975,22.4,32.7,14.9,17.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/2/1975,22.8,31.5,15.5,16,1,0
khaishi,Khaishi,700,42.57,42.11,9/3/1975,21.7,29.1,16.4,12.7,1,0
khaishi,Khaishi,700,42.57,42.11,9/4/1975,23.5,31.9,17.6,14.3,1,0
khaishi,Khaishi,700,42.57,42.11,9/5/1975,23.5,32,17.3,14.7,1,0
khaishi,Khaishi,700,42.57,42.11,9/6/1975,18.9,25.9,16.2,9.7,1,9.4
khaishi,Khaishi,700,42.57,42.11,9/7/1975,19.2,25.5,14.7,10.8,1,20.9
khaishi,Khaishi,700,42.57,42.11,9/8/1975,18.4,20.6,13.5,7.1,1,1.7
khaishi,Khaishi,700,42.57,42.11,9/9/1975,14.5,18.6,12.1,6.5,1,9.1
khaishi,Khaishi,700,42.57,42.11,9/10/1975,11.4,15.2,8.5,6.7,1,8.5
khaishi,Khaishi,700,42.57,42.11,9/11/1975,12.2,16,10,6,1,0.9
khaishi,Khaishi,700,42.57,42.11,9/12/1975,11.2,14.3,9.3,5,1,17.8
khaishi,Khaishi,700,42.57,42.11,9/13/1975,12.4,20.7,7.6,13.1,1,5.1
khaishi,Khaishi,700,42.57,42.11,9/14/1975,13.2,24.1,6.3,17.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/15/1975,13.4,21.5,7.8,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,9/16/1975,15.5,22.4,11.5,10.9,1,0
khaishi,Khaishi,700,42.57,42.11,9/17/1975,16.7,23.8,11.5,12.3,1,0
khaishi,Khaishi,700,42.57,42.11,9/18/1975,16.1,25.2,9.7,15.5,1,0
khaishi,Khaishi,700,42.57,42.11,9/19/1975,16.4,24.2,10.6,13.6,1,0
khaishi,Khaishi,700,42.57,42.11,9/20/1975,17.5,25.5,12.3,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,9/21/1975,16.3,18.9,14,4.9,1,2.5
khaishi,Khaishi,700,42.57,42.11,9/22/1975,15.9,19.6,13.4,6.2,1,19.5
khaishi,Khaishi,700,42.57,42.11,9/23/1975,16.6,21.7,14,7.7,1,7
khaishi,Khaishi,700,42.57,42.11,9/24/1975,15.9,21.1,12.3,8.8,1,0
khaishi,Khaishi,700,42.57,42.11,9/25/1975,14.9,18.8,10.7,8.1,1,0
khaishi,Khaishi,700,42.57,42.11,9/26/1975,15.1,18.7,13.4,5.3,1,0.2
khaishi,Khaishi,700,42.57,42.11,9/27/1975,15.4,22.4,11.4,11,1,1.1
khaishi,Khaishi,700,42.57,42.11,9/28/1975,16,21.1,12.7,8.4,1,0
khaishi,Khaishi,700,42.57,42.11,9/29/1975,14.9,23.1,10.2,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,9/30/1975,14.8,20.4,10.6,9.8,1,0
khaishi,Khaishi,700,42.57,42.11,10/1/1975,14.1,19,10.6,8.4,1,2.1
khaishi,Khaishi,700,42.57,42.11,10/2/1975,13.4,16.1,10.3,5.8,1,14
khaishi,Khaishi,700,42.57,42.11,10/3/1975,11.2,12.8,10.5,2.3,1,11.3
khaishi,Khaishi,700,42.57,42.11,10/4/1975,11.3,15.9,9.1,6.8,1,0
khaishi,Khaishi,700,42.57,42.11,10/5/1975,12.4,14.6,10.6,4,1,0
khaishi,Khaishi,700,42.57,42.11,10/6/1975,11.4,15.4,7.8,7.6,1,0
khaishi,Khaishi,700,42.57,42.11,10/7/1975,11.4,15.1,8.1,7,1,1.2
khaishi,Khaishi,700,42.57,42.11,10/8/1975,10.8,13.8,9.3,4.5,1,25.7
khaishi,Khaishi,700,42.57,42.11,10/9/1975,8.2,10.5,6.4,4.1,1,24.1
khaishi,Khaishi,700,42.57,42.11,10/10/1975,8.1,11.9,5.5,6.4,1,1.8
khaishi,Khaishi,700,42.57,42.11,10/11/1975,9.5,15.3,6.6,8.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/12/1975,10,12.3,8.1,4.2,1,6.6
khaishi,Khaishi,700,42.57,42.11,10/13/1975,8.8,11.4,7.5,3.9,1,20.5
khaishi,Khaishi,700,42.57,42.11,10/14/1975,8,15,3.6,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,10/15/1975,8.9,18.6,3.6,15,1,0
khaishi,Khaishi,700,42.57,42.11,10/16/1975,9.8,17.6,5.1,12.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/17/1975,9.7,17.6,5.4,12.2,1,0
khaishi,Khaishi,700,42.57,42.11,10/18/1975,9.9,18.4,5.1,13.3,1,0
khaishi,Khaishi,700,42.57,42.11,10/19/1975,10,17.4,4.9,12.5,1,0
khaishi,Khaishi,700,42.57,42.11,10/20/1975,10.7,19.9,5.5,14.4,1,0
khaishi,Khaishi,700,42.57,42.11,10/21/1975,11.9,21.4,7.4,14,1,0
khaishi,Khaishi,700,42.57,42.11,10/22/1975,11,20,7.4,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,10/23/1975,12,20.1,7.2,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,10/24/1975,12.6,20.4,7,13.4,1,0
khaishi,Khaishi,700,42.57,42.11,10/25/1975,14,19.3,10.1,9.2,1,0
khaishi,Khaishi,700,42.57,42.11,10/26/1975,12.4,16.3,9.3,7,1,14.6
khaishi,Khaishi,700,42.57,42.11,10/27/1975,11,13.6,8.8,4.8,1,4.3
khaishi,Khaishi,700,42.57,42.11,10/28/1975,8.7,11.7,6.3,5.4,1,8.2
khaishi,Khaishi,700,42.57,42.11,10/29/1975,7.9,10.9,6.3,4.6,1,0
khaishi,Khaishi,700,42.57,42.11,10/30/1975,6.8,13,2.3,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,10/31/1975,6.1,13,1,12,1,0
khaishi,Khaishi,700,42.57,42.11,11/1/1975,6.8,12.3,4.5,7.8,1,2.3
khaishi,Khaishi,700,42.57,42.11,11/2/1975,6.3,8.4,4,4.4,1,0
khaishi,Khaishi,700,42.57,42.11,11/3/1975,5.7,8,2.7,5.3,1,0
khaishi,Khaishi,700,42.57,42.11,11/4/1975,4.8,9.9,1,8.9,1,0
khaishi,Khaishi,700,42.57,42.11,11/5/1975,3.5,10.8,0.6,10.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/6/1975,2.6,6.6,-0.6,7.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/7/1975,2.7,11,-1.9,12.9,1,0
khaishi,Khaishi,700,42.57,42.11,11/8/1975,2.2,8.4,-1.4,9.8,1,0
khaishi,Khaishi,700,42.57,42.11,11/9/1975,2.7,9.4,-0.6,10,1,0
khaishi,Khaishi,700,42.57,42.11,11/10/1975,3.4,12,0,12,1,0
khaishi,Khaishi,700,42.57,42.11,11/11/1975,2.9,12,-1.4,13.4,1,0
khaishi,Khaishi,700,42.57,42.11,11/12/1975,4.1,12,1.2,10.8,1,0
khaishi,Khaishi,700,42.57,42.11,11/13/1975,3.9,11.8,0.6,11.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/14/1975,3.1,8.6,0.5,8.1,1,0
khaishi,Khaishi,700,42.57,42.11,11/15/1975,5,7.9,3.5,4.4,1,1.3
khaishi,Khaishi,700,42.57,42.11,11/16/1975,4.9,7.7,3.2,4.5,1,8.2
khaishi,Khaishi,700,42.57,42.11,11/17/1975,5,6.6,4,2.6,1,10.7
khaishi,Khaishi,700,42.57,42.11,11/18/1975,4.4,6.2,3.2,3,1,21.2
khaishi,Khaishi,700,42.57,42.11,11/19/1975,6.6,11.6,4.4,7.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/20/1975,6.6,10.5,4.9,5.6,1,0
khaishi,Khaishi,700,42.57,42.11,11/21/1975,6.5,10.7,3.8,6.9,1,0
khaishi,Khaishi,700,42.57,42.11,11/22/1975,7.3,9.9,5.3,4.6,1,0
khaishi,Khaishi,700,42.57,42.11,11/23/1975,8.5,13.6,5,8.6,1,0
khaishi,Khaishi,700,42.57,42.11,11/24/1975,8.9,14.8,5.6,9.2,1,0
khaishi,Khaishi,700,42.57,42.11,11/25/1975,7.7,14,4.2,9.8,1,0
khaishi,Khaishi,700,42.57,42.11,11/26/1975,7.7,12.3,5.5,6.8,1,5.9
khaishi,Khaishi,700,42.57,42.11,11/27/1975,5.3,8.8,4,4.8,1,6.2
khaishi,Khaishi,700,42.57,42.11,11/28/1975,3.3,4.9,2,2.9,1,0
khaishi,Khaishi,700,42.57,42.11,11/29/1975,0.6,3.5,-1,4.5,1,0
khaishi,Khaishi,700,42.57,42.11,11/30/1975,1.1,3.2,0,3.2,1,0
khaishi,Khaishi,700,42.57,42.11,12/1/1975,-0.5,1.3,-1.9,3.2,1,0
khaishi,Khaishi,700,42.57,42.11,12/2/1975,0,2,-1,3,1,0
khaishi,Khaishi,700,42.57,42.11,12/3/1975,-0.6,3,-1.9,4.9,1,0
khaishi,Khaishi,700,42.57,42.11,12/4/1975,-0.3,3,-1.7,4.7,1,0
khaishi,Khaishi,700,42.57,42.11,12/5/1975,-0.4,3.2,-1.6,4.8,1,0
khaishi,Khaishi,700,42.57,42.11,12/6/1975,-2.5,2,-4.4,6.4,1,0
khaishi,Khaishi,700,42.57,42.11,12/7/1975,-3.4,-1.1,-5.5,4.4,1,0
khaishi,Khaishi,700,42.57,42.11,12/8/1975,-0.8,2.8,-3.7,6.5,1,0
khaishi,Khaishi,700,42.57,42.11,12/9/1975,1.2,6.2,-1,7.2,1,0
khaishi,Khaishi,700,42.57,42.11,12/10/1975,1.5,3.3,0.3,3,1,2.4
khaishi,Khaishi,700,42.57,42.11,12/11/1975,-0.1,2.3,-2.4,4.7,1,0
khaishi,Khaishi,700,42.57,42.11,12/12/1975,-1,1.1,-2.9,4,1,15.8
khaishi,Khaishi,700,42.57,42.11,12/13/1975,-4.3,-2.7,-6.1,3.4,1,0
khaishi,Khaishi,700,42.57,42.11,12/14/1975,-4.5,-0.9,-7.6,6.7,1,0
khaishi,Khaishi,700,42.57,42.11,12/15/1975,-1.7,1,-4.6,5.6,1,0
khaishi,Khaishi,700,42.57,42.11,12/16/1975,-4.5,-1.2,-6.6,5.4,1,0
khaishi,Khaishi,700,42.57,42.11,12/17/1975,-5.6,-3.8,-7.6,3.8,1,0
khaishi,Khaishi,700,42.57,42.11,12/18/1975,-2.8,1.7,-5.8,7.5,1,0
khaishi,Khaishi,700,42.57,42.11,12/19/1975,0.6,3.4,-2.4,5.8,1,0
khaishi,Khaishi,700,42.57,42.11,12/20/1975,0.8,2,0.2,1.8,1,21.9
khaishi,Khaishi,700,42.57,42.11,12/21/1975,0.2,1.2,-0.2,1.4,1,38.7
khaishi,Khaishi,700,42.57,42.11,12/22/1975,0,0.3,-0.3,0.6,1,12.2
khaishi,Khaishi,700,42.57,42.11,12/23/1975,-3,0,-5.7,5.7,1,1.2
khaishi,Khaishi,700,42.57,42.11,12/24/1975,-6.2,3.6,-10.5,14.1,1,0
khaishi,Khaishi,700,42.57,42.11,12/25/1975,-4.5,-1.6,-6.5,4.9,1,0
khaishi,Khaishi,700,42.57,42.11,12/26/1975,0.7,3.7,-3.1,6.8,1,0
khaishi,Khaishi,700,42.57,42.11,12/27/1975,0.6,2.8,-0.3,3.1,1,13.6
khaishi,Khaishi,700,42.57,42.11,12/28/1975,1,3.1,0.1,3,1,20.2
khaishi,Khaishi,700,42.57,42.11,12/29/1975,1.1,3.8,0,3.8,1,0
khaishi,Khaishi,700,42.57,42.11,12/30/1975,0.8,2.2,-0.5,2.7,1,0
khaishi,Khaishi,700,42.57,42.11,12/31/1975,1.2,3,0,3,1,0
khaishi,Khaishi,700,42.57,42.11,1/1/1976,-1.8,1.7,-5.1,6.8,1,0
khaishi,Khaishi,700,42.57,42.11,1/2/1976,-2.1,2.5,-5,7.5,1,0
khaishi,Khaishi,700,42.57,42.11,1/3/1976,-0.6,0.8,-1.5,2.3,1,25.9
khaishi,Khaishi,700,42.57,42.11,1/4/1976,-3.1,-0.6,-5.2,4.6,1,3.3
khaishi,Khaishi,700,42.57,42.11,1/5/1976,-1.4,0.5,-2.8,3.3,1,33.1
khaishi,Khaishi,700,42.57,42.11,1/6/1976,-0.9,0,-2,2,1,6.2
khaishi,Khaishi,700,42.57,42.11,1/7/1976,-1.1,0,-2.7,2.7,1,27.3
khaishi,Khaishi,700,42.57,42.11,1/8/1976,-7.1,-0.6,-7.5,6.9,1,0.3
khaishi,Khaishi,700,42.57,42.11,1/9/1976,-8.3,-4.4,-10.4,6,1,0
khaishi,Khaishi,700,42.57,42.11,1/10/1976,-6.4,-1.6,-7.4,5.8,1,0
khaishi,Khaishi,700,42.57,42.11,1/11/1976,-4.5,-0.4,-7.4,7,1,0
khaishi,Khaishi,700,42.57,42.11,1/12/1976,-0.7,1.6,-2.6,4.2,1,5.1
khaishi,Khaishi,700,42.57,42.11,1/13/1976,-0.3,1,-1.2,2.2,1,16.3
khaishi,Khaishi,700,42.57,42.11,1/14/1976,-0.8,-0.4,-1.2,0.8,1,62.7
khaishi,Khaishi,700,42.57,42.11,1/15/1976,-4.4,-1.1,-6.4,5.3,1,0.7
khaishi,Khaishi,700,42.57,42.11,1/16/1976,-2.2,-1.1,-3.5,2.4,1,20.6
khaishi,Khaishi,700,42.57,42.11,1/17/1976,-1.2,0,-2.6,2.6,1,41.8
khaishi,Khaishi,700,42.57,42.11,1/18/1976,-0.3,0.8,-1.5,2.3,1,25.3
khaishi,Khaishi,700,42.57,42.11,1/19/1976,0,1.2,-1,2.2,1,14.5
khaishi,Khaishi,700,42.57,42.11,1/20/1976,-0.6,0.3,-1.7,2,1,6.3
khaishi,Khaishi,700,42.57,42.11,1/21/1976,-6.1,-1.6,-8.8,7.2,1,0
khaishi,Khaishi,700,42.57,42.11,1/22/1976,-2.2,3.4,-6.2,9.6,1,0
khaishi,Khaishi,700,42.57,42.11,1/23/1976,0.4,1.6,-0.7,2.3,1,13.8
khaishi,Khaishi,700,42.57,42.11,1/24/1976,1.2,3,0.2,2.8,1,21.8
khaishi,Khaishi,700,42.57,42.11,1/25/1976,-0.1,3.4,-2.8,6.2,1,0
khaishi,Khaishi,700,42.57,42.11,1/26/1976,2.6,5.3,0.9,4.4,1,0
khaishi,Khaishi,700,42.57,42.11,1/27/1976,2.9,6.1,0.8,5.3,1,0
khaishi,Khaishi,700,42.57,42.11,1/28/1976,1.6,5.2,-0.7,5.9,1,0
khaishi,Khaishi,700,42.57,42.11,1/29/1976,1.9,6,-0.5,6.5,1,0
khaishi,Khaishi,700,42.57,42.11,1/30/1976,2,4.4,0.3,4.1,1,7.5
khaishi,Khaishi,700,42.57,42.11,1/31/1976,1.4,3.7,0.4,3.3,1,10.6
khaishi,Khaishi,700,42.57,42.11,2/1/1976,-0.3,1.4,-1.5,2.9,1,0
khaishi,Khaishi,700,42.57,42.11,2/2/1976,-2,0.8,-4.5,5.3,1,0
khaishi,Khaishi,700,42.57,42.11,2/3/1976,-0.2,4.4,-2.7,7.1,1,0
khaishi,Khaishi,700,42.57,42.11,2/4/1976,1.5,3.3,-0.9,4.2,1,0
khaishi,Khaishi,700,42.57,42.11,2/5/1976,1.4,2.8,0.4,2.4,1,4.1
khaishi,Khaishi,700,42.57,42.11,2/6/1976,-0.2,1.6,-1.2,2.8,1,1.6
khaishi,Khaishi,700,42.57,42.11,2/7/1976,-1.5,-1,-2,1,1,11.5
khaishi,Khaishi,700,42.57,42.11,2/8/1976,-2,-1,-2.9,1.9,1,6.8
khaishi,Khaishi,700,42.57,42.11,2/9/1976,-2.7,-1.6,-3.9,2.3,1,11.4
khaishi,Khaishi,700,42.57,42.11,2/10/1976,-4,-1.1,-7.1,6,1,0
khaishi,Khaishi,700,42.57,42.11,2/11/1976,-3.1,-0.8,-5,4.2,1,1.5
khaishi,Khaishi,700,42.57,42.11,2/12/1976,-6.1,0.3,-11.4,11.7,1,0
khaishi,Khaishi,700,42.57,42.11,2/13/1976,-6,-2.1,-8.7,6.6,1,0
khaishi,Khaishi,700,42.57,42.11,2/14/1976,-6.4,0.2,-11.1,11.3,1,0
khaishi,Khaishi,700,42.57,42.11,2/15/1976,-5.8,0.5,-10.7,11.2,1,0
khaishi,Khaishi,700,42.57,42.11,2/16/1976,-4.2,4.8,-9.3,14.1,1,0
khaishi,Khaishi,700,42.57,42.11,2/17/1976,-2.7,5,-6.4,11.4,1,0
khaishi,Khaishi,700,42.57,42.11,2/18/1976,-1.2,4.1,-4.5,8.6,1,0
khaishi,Khaishi,700,42.57,42.11,2/19/1976,1.2,5.6,-1.2,6.8,1,0
khaishi,Khaishi,700,42.57,42.11,2/20/1976,-0.4,5.8,-5.7,11.5,1,0
khaishi,Khaishi,700,42.57,42.11,2/21/1976,0.6,6.8,-3.8,10.6,1,0
khaishi,Khaishi,700,42.57,42.11,2/22/1976,1.2,9.3,-3.3,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,2/23/1976,-1.3,4.1,-5.7,9.8,1,0
khaishi,Khaishi,700,42.57,42.11,2/24/1976,1,5.4,-1.3,6.7,1,0
khaishi,Khaishi,700,42.57,42.11,2/25/1976,-1.8,4.7,-6.6,11.3,1,0
khaishi,Khaishi,700,42.57,42.11,2/26/1976,-2.5,3.3,-7.6,10.9,1,0
khaishi,Khaishi,700,42.57,42.11,2/27/1976,-0.1,4.5,-3.2,7.7,1,0
khaishi,Khaishi,700,42.57,42.11,2/28/1976,-0.4,1.3,-1.4,2.7,1,10
khaishi,Khaishi,700,42.57,42.11,2/29/1976,-2.2,0.6,-4.9,5.5,1,5.3
khaishi,Khaishi,700,42.57,42.11,3/1/1976,-3.1,0.5,-5.9,6.4,1,0
khaishi,Khaishi,700,42.57,42.11,3/2/1976,-4.5,2.9,-10.3,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,3/3/1976,-1.2,1.1,-4.6,5.7,1,14.4
khaishi,Khaishi,700,42.57,42.11,3/4/1976,-0.3,2.4,-2.1,4.5,1,10.2
khaishi,Khaishi,700,42.57,42.11,3/5/1976,-2.2,1.2,-5.5,6.7,1,4.8
khaishi,Khaishi,700,42.57,42.11,3/6/1976,1.8,8.6,-1.5,10.1,1,5.6
khaishi,Khaishi,700,42.57,42.11,3/7/1976,2.2,7.7,-1.3,9,1,0
khaishi,Khaishi,700,42.57,42.11,3/8/1976,2.7,11.4,-0.7,12.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/9/1976,3.6,10.4,-1.3,11.7,1,0
khaishi,Khaishi,700,42.57,42.11,3/10/1976,1.8,6.7,-2.9,9.6,1,0
khaishi,Khaishi,700,42.57,42.11,3/11/1976,1.8,5.6,-1.7,7.3,1,0
khaishi,Khaishi,700,42.57,42.11,3/12/1976,2,9.4,-3.2,12.6,1,0
khaishi,Khaishi,700,42.57,42.11,3/13/1976,2.1,9.3,-4.4,13.7,1,0
khaishi,Khaishi,700,42.57,42.11,3/14/1976,2.6,4.4,1,3.4,1,0
khaishi,Khaishi,700,42.57,42.11,3/15/1976,3.9,9.3,1.2,8.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/16/1976,5.8,9.6,1.5,8.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/17/1976,4.7,11.7,0.7,11,1,0
khaishi,Khaishi,700,42.57,42.11,3/18/1976,5.6,12,1.3,10.7,1,0
khaishi,Khaishi,700,42.57,42.11,3/19/1976,4.9,11.6,1.2,10.4,1,0
khaishi,Khaishi,700,42.57,42.11,3/20/1976,4.9,7.6,2.6,5,1,0
khaishi,Khaishi,700,42.57,42.11,3/21/1976,3.6,7.3,1.5,5.8,1,3.2
khaishi,Khaishi,700,42.57,42.11,3/22/1976,5.7,14.7,1.2,13.5,1,0
khaishi,Khaishi,700,42.57,42.11,3/23/1976,6.2,15.6,1.5,14.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/24/1976,4.8,14.7,2.6,12.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/25/1976,7.2,17.7,2.2,15.5,1,0
khaishi,Khaishi,700,42.57,42.11,3/26/1976,7.6,17.3,2.2,15.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/27/1976,7.3,15.7,2.5,13.2,1,0
khaishi,Khaishi,700,42.57,42.11,3/28/1976,5.6,15.7,2.6,13.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/29/1976,6,10.3,3.2,7.1,1,0
khaishi,Khaishi,700,42.57,42.11,3/30/1976,3.7,6.8,2.4,4.4,1,5.1
khaishi,Khaishi,700,42.57,42.11,3/31/1976,6.4,14.9,2,12.9,1,0
