station_id,elevation_m,date,temp_c_mean,temp_c_min,temp_c_max,rh_pct_mean,rh_pct_min,rh_pct_max,dewpoint_c_mean,dewpoint_c_min,dewpoint_c_max,n_obs_day
LlanUp2,4122,2/23/2024,6.120833333,1,15.5,78.95833333,49.9,97.1,2.3125,0,5.5,24
LlanUp2,4122,2/24/2024,7.416666667,1,16,46.65833333,26.7,84.9,-4.145833333,-8.4,1.2,24
LlanUp2,4122,2/25/2024,5.2375,1.5,9.5,78.55416667,57.8,93.8,1.645833333,-4.1,4.8,24
LlanUp2,4122,2/26/2024,5.226086957,3,8.5,91.57391304,83.1,100,3.952173913,1.2,6.5,23
LlanUp2,4122,2/27/2024,7.416666667,4.5,13,85.86666667,57.4,100,4.941666667,3.7,6.4,24
LlanUp2,4122,2/28/2024,6.3875,4,11.5,93.00833333,69.9,99.3,5.2625,3.7,6.7,24
LlanUp2,4122,2/29/2024,6.466666667,4.5,11.8,95.96666667,83.7,100,5.8375,4.4,9.2,24
LlanUp2,4122,3/1/2024,5.608695652,3,9.5,97.80434783,89,100,5.282608696,3,8.3,23
LlanUp2,4122,3/2/2024,5.717391304,3,9,97.06521739,86.3,100,5.269565217,3,7.3,23
LlanUp2,4122,3/3/2024,6.6,3.5,12,95.66666667,80.1,100,5.920833333,3.4,8.7,24
LlanUp2,4122,3/4/2024,7.408333333,5.5,12,91.30416667,68.2,100,5.9875,5.1,7.4,24
LlanUp2,4122,3/5/2024,8.595833333,4.5,17.5,86.64583333,56.3,100,6.2625,3.7,8.8,24
LlanUp2,4122,3/6/2024,8.795833333,6,14.5,87.175,56.8,100,6.541666667,5.8,7.5,24
LlanUp2,4122,3/7/2024,8.25,6,14.5,88.98333333,62.3,100,6.383333333,5.5,8,24
LlanUp2,4122,3/8/2024,7.054166667,5,11,93.09166667,76,100,5.9625,4.4,7.4,24
LlanUp2,4122,3/9/2024,7.9625,4.5,13,83.9375,63,97.9,5.229166667,3.9,6.6,24
LlanUp2,4122,3/10/2024,7.941666667,5.5,11.5,82.575,65.3,95.2,5.045833333,3.7,6.5,24
LlanUp2,4122,3/11/2024,8.1,6,11.5,79.15416667,68,93.9,4.629166667,3.4,6.7,24
LlanUp2,4122,3/12/2024,8.045833333,6.5,12,81.38333333,68.7,91.5,5.016666667,3.7,7.2,24
LlanUp2,4122,3/13/2024,8.466666667,5.5,13,75.03333333,56,90.2,4.145833333,2.8,5.4,24
LlanUp2,4122,3/14/2024,9.016666667,5.5,14.7,69.325,47.4,93.9,3.375,2.4,5.1,24
LlanUp2,4122,3/15/2024,7.458333333,5.5,11,83.3375,63.2,95.9,4.704166667,3.6,7.5,24
LlanUp2,4122,3/16/2024,7.370833333,5,11.5,88.23333333,65.7,99.3,5.441666667,4,7.3,24
LlanUp2,4122,3/17/2024,7.729166667,4.5,14,85.4875,61.4,100,5.3125,4.3,6.8,24
LlanUp2,4122,3/18/2024,7.8625,5.5,12.5,85.35416667,67,100,5.504166667,3.4,7,24
LlanUp2,4122,3/19/2024,6.070833333,3.5,8.5,98.55,88.7,100,5.854166667,3.4,8,24
LlanUp2,4122,3/20/2024,5.941666667,3,11,96.49583333,86.3,100,5.4,2.9,8.9,24
LlanUp2,4122,3/21/2024,5.8875,4,11,98.34583333,84.9,100,5.633333333,4,8.8,24
LlanUp2,4122,3/22/2024,5.9125,3.5,10.5,97.37083333,85.6,100,5.508333333,3.4,9.2,24
LlanUp2,4122,3/23/2024,6.495833333,3,12.5,94.27083333,66.9,100,5.554166667,3,7.7,24
LlanUp2,4122,3/24/2024,5.883333333,2.5,12.5,92.35,71.1,100,4.6625,2.4,9.3,24
LlanUp2,4122,3/25/2024,7.083333333,2.5,12.5,86.72083333,64.6,99.3,4.904166667,1.8,7,24
LlanUp2,4122,3/26/2024,5.954166667,4,9.5,90.29166667,75.5,99.3,4.445833333,2.5,6.5,24
LlanUp2,4122,3/27/2024,5.6625,2,12,79.95833333,58.1,100,2.15,-2.5,5.3,24
LlanUp2,4122,3/28/2024,6.533333333,1,14.6,57.0875,34.5,72.7,-1.704166667,-5.5,2.4,24
LlanUp2,4122,3/29/2024,7.195833333,1.5,17.5,65.80833333,36.7,89.7,0.658333333,-1.9,2.6,24
LlanUp2,4122,3/30/2024,7.925,2.5,15.5,71.875,46.8,90.1,2.883333333,-0.5,5,24
LlanUp2,4122,3/31/2024,6.858333333,3.5,14.5,89.25416667,51.8,99.3,5.0375,3.1,6.7,24
LlanUp2,4122,4/1/2024,5.673913043,3,10,97.74347826,90.6,100,5.343478261,2.9,9,23
LlanUp2,4122,4/2/2024,6.779166667,5,10.5,93.82083333,74.1,100,5.791666667,4.7,7.6,24
LlanUp2,4122,4/3/2024,6.3,3.9,11.1,94.12916667,79.3,100,5.379166667,3.9,7.7,24
LlanUp2,4122,4/4/2024,6.254166667,4.5,10,93.82916667,73.2,100,5.2875,4.2,6.6,24
LlanUp2,4122,4/5/2024,6.483333333,4,12.5,95.52083333,70.7,100,5.766666667,4,7.8,24
LlanUp2,4122,4/6/2024,6.904166667,4,12,89.20416667,68.8,99.3,5.145833333,3.3,6.5,24
LlanUp2,4122,4/7/2024,6.75,3.5,12,90.04583333,67.4,99.2,5.116666667,3.1,7.3,24
LlanUp2,4122,4/8/2024,6.879166667,5,11,91.5375,70.9,100,5.533333333,4.3,6.9,24
LlanUp2,4122,4/9/2024,7.5,3,12.5,87.45833333,62.8,98.6,5.4,2.7,8.1,24
LlanUp2,4122,4/10/2024,7.7125,4,13.5,88.46666667,61.8,100,5.754166667,3.7,7.3,24
LlanUp2,4122,4/11/2024,6.654166667,4,11.5,95.72083333,74.6,100,5.979166667,4,8.1,24
LlanUp2,4122,4/12/2024,7.779166667,4,14.6,88.175,58.4,99.6,5.779166667,3.4,8.5,24
LlanUp2,4122,4/13/2024,8.3375,3.5,16.5,88.89166667,61.1,99.3,6.445833333,3.4,9.3,24
LlanUp2,4122,4/14/2024,8.191666667,2,16.5,83.36666667,51.2,99.3,5.204166667,1.5,7.5,24
LlanUp2,4122,4/15/2024,8.129166667,2.5,17,80.80416667,44.7,99.2,4.595833333,1.9,7.4,24
LlanUp2,4122,4/16/2024,7.916666667,4.4,16,79.81666667,41.2,98.6,4.079166667,2.2,5.7,24
LlanUp2,4122,4/17/2024,8.325,4,15.5,75.70416667,48.8,93.1,3.983333333,3,5,24
LlanUp2,4122,4/18/2024,8.245833333,4.5,17,75.51666667,45.1,90.6,3.8,2.7,5.1,24
LlanUp2,4122,4/19/2024,7.179166667,3,16.5,79.52083333,44,95.9,3.429166667,1.7,4.9,24
LlanUp2,4122,4/20/2024,6.454166667,3.5,13.5,87.05,50.7,99.2,4.15,3,5.4,24
LlanUp2,4122,4/21/2024,6.175,3.5,10.5,94.2625,69.6,100,5.25,3.3,6.9,24
LlanUp2,4122,4/22/2024,6.766666667,4.5,12,89.96666667,65.3,100,5.15,3.2,7.5,24
LlanUp2,4122,4/23/2024,6.365217391,3,14,93.54347826,59.4,100,5.282608696,3,7.1,23
LlanUp2,4122,4/24/2024,6.916666667,4.5,12.5,80.42916667,58.2,97.9,3.5875,1.1,5.2,24
LlanUp2,4122,4/25/2024,7.9125,5.5,11.5,78.65,57.5,98.8,4.229166667,2.9,7,24
LlanUp2,4122,4/26/2024,6.716666667,5,10.5,89.5625,63.8,99.3,5.0125,4,6.8,24
LlanUp2,4122,4/27/2024,6.091666667,3,14.5,85.82916667,50.1,98.6,3.720833333,2.1,5.5,24
LlanUp2,4122,4/28/2024,7.041666667,1.5,14,79.7125,44.7,96.4,3.341666667,0.9,5.9,24
LlanUp2,4122,4/29/2024,7.958333333,5.5,11.5,78.7375,62.4,94.6,4.395833333,3.1,6.3,24
LlanUp2,4122,4/30/2024,6.779166667,4.5,10.5,89.50416667,70.5,98.6,5.091666667,4.1,6.2,24
LlanUp2,4122,5/1/2024,6.779166667,4,12,81.15416667,57.5,100,3.570833333,2.1,4.9,24
LlanUp2,4122,5/2/2024,8.320833333,3.5,17,77.32916667,41.4,95.1,4.1125,2.8,5.8,24
LlanUp2,4122,5/3/2024,6.8,4,9.5,93.63333333,78.6,100,5.8,3.5,7.5,24
LlanUp2,4122,5/4/2024,7.225,5.5,12.5,89.3,64.3,97.9,5.491666667,4.6,7.8,24
LlanUp2,4122,5/5/2024,7.279166667,5.5,10.5,85.09166667,73.1,92.6,4.916666667,3.5,6.6,24
LlanUp2,4122,5/6/2024,8.208333333,5.5,13,78.39166667,56.8,96.5,4.495833333,2.4,6.3,24
LlanUp2,4122,5/7/2024,7.204166667,4.5,12,93.06666667,74,100,6.0875,4.2,7.9,24
LlanUp2,4122,5/8/2024,8.170833333,4.5,16.5,82.58333333,43.4,99.3,4.9625,3.2,6.8,24
LlanUp2,4122,5/9/2024,8.479166667,5,14.2,75.45416667,53.1,94.5,4.1375,3,5.8,24
LlanUp2,4122,5/10/2024,7.508333333,4.5,11.7,82.16666667,62.2,99.3,4.520833333,3.2,6.5,24
LlanUp2,4122,5/11/2024,7.5375,2.5,16,80.30833333,44.3,100,3.766666667,2.2,7.3,24
LlanUp2,4122,5/12/2024,8.270833333,1.5,17.5,72.68333333,31.1,93.3,2.7,0.1,6,24
LlanUp2,4122,5/13/2024,7.141666667,3.5,14,82.53333333,46.8,96.5,4.025,1.8,5.4,24
LlanUp2,4122,5/14/2024,6.55,2.5,13,86,57,97.9,4.2125,1.9,5.8,24
LlanUp2,4122,5/15/2024,6.2375,3.5,10.5,92.70833333,75.3,100,5.116666667,2.8,7.5,24
LlanUp2,4122,5/16/2024,6.266666667,4,12,94.4,66,100,5.358333333,3.7,7.6,24
LlanUp2,4122,5/17/2024,7.354166667,4.5,12.5,87.25833333,61.1,100,5.1875,4.5,6.5,24
LlanUp2,4122,5/18/2024,7.9375,5,13,78.63333333,51.1,91.9,4.191666667,2.5,5.4,24
LlanUp2,4122,5/19/2024,8.291666667,4.5,16,73.38333333,43.2,91.3,3.395833333,1.7,4.7,24
LlanUp2,4122,5/20/2024,8.316666667,4,15.5,72.95833333,48.1,88.6,3.516666667,1.8,4.6,24
LlanUp2,4122,5/21/2024,8.05,2.5,17,75.93333333,40.6,96.5,3.445833333,1.1,5.9,24
LlanUp2,4122,5/22/2024,7.7,3.5,14.1,74.69166667,38.2,96.5,2.791666667,0.1,4.9,24
LlanUp2,4122,5/23/2024,6.866666667,1.5,16,66.8875,29.7,94.5,0.2,-2,2.8,24
LlanUp2,4122,5/24/2024,6.9875,2,17,65.12916667,27.8,86.6,-0.120833333,-2.8,1.7,24
LlanUp2,4122,5/25/2024,6.875,2.5,16,75.9875,42.8,93.9,2.558333333,0.7,4.2,24
LlanUp2,4122,5/26/2024,7.283333333,2.5,15.5,76.86666667,46,95.8,3.045833333,1.5,4.2,24
LlanUp2,4122,5/27/2024,7.6875,2.5,18,79.30833333,37.7,97.9,3.683333333,1.1,5.6,24
LlanUp2,4122,5/28/2024,6.841666667,2.5,15,81.175,42.6,97.9,3.325,1.6,4.6,24
LlanUp2,4122,5/29/2024,6.725,2,16.5,66.8375,29.8,95.8,-0.133333333,-3.6,2.6,24
LlanUp2,4122,5/30/2024,7.241666667,1,17.5,56.5875,23,93,-2.233333333,-4.4,0.4,24
LlanUp2,4122,5/31/2024,7.945833333,3,15.7,51.60833333,30,79,-1.991666667,-5.1,0.7,24
LlanUp2,4122,6/1/2024,8.241666667,2.5,17.5,42.55833333,20.5,67,-4.6375,-11.4,-0.4,24
LlanUp2,4122,6/2/2024,7.875,2,19,55.03333333,27.2,73.1,-1.316666667,-4.1,3,24
LlanUp2,4122,6/3/2024,8.208333333,1.5,17,41.33333333,26.7,67.4,-4.870833333,-9.6,-0.9,24
LlanUp2,4122,6/4/2024,8.395833333,3,18,39.1375,22.5,66.2,-5.341666667,-10,-0.3,24
LlanUp2,4122,6/5/2024,8.645833333,4.5,17,55.85416667,31.1,72.5,-0.220833333,-2.4,1.1,24
LlanUp2,4122,6/6/2024,7.958333333,2,17,51.2,23.7,69.9,-2.383333333,-3.9,-1,24
LlanUp2,4122,6/7/2024,7.979166667,2.5,17,45.79583333,24.6,69,-3.929166667,-7.6,-1.2,24
LlanUp2,4122,6/8/2024,6.895833333,1,17,57.875,28.6,76.8,-1.6375,-3.2,0.9,24
LlanUp2,4122,6/9/2024,6.958333333,1,17.5,68.67083333,38.4,86.5,1.120833333,-1.9,4.2,24
LlanUp2,4122,6/10/2024,6,2.5,10.5,84.175,66.8,93.9,3.479166667,0.5,6,24
LlanUp2,4122,6/11/2024,6.083333333,4,10.5,87.95,66.8,97.2,4.158333333,2.5,5.5,24
LlanUp2,4122,6/12/2024,6.708333333,3.5,15,82.47083333,51.2,97.9,3.7,2.1,5.2,24
LlanUp2,4122,6/13/2024,6.041666667,2,12,83.15833333,57.2,95.1,3.2125,0.7,5.2,24
LlanUp2,4122,6/14/2024,6.1875,3,11.5,92.09583333,73.3,97.2,4.970833333,2.5,9.1,24
LlanUp2,4122,6/15/2024,6.833333333,1.5,19,80.4375,42.8,99.2,3.225,1.2,6.1,24
LlanUp2,4122,6/16/2024,7.645833333,2,17,77.50416667,45.3,93.7,3.645833333,1.1,6.2,24
LlanUp2,4122,6/17/2024,6.125,1.5,11.5,80.19583333,59.9,96.5,2.729166667,0.4,5.7,24
LlanUp2,4122,6/18/2024,6.291666667,1.5,16.5,79.5625,46.8,93.7,2.666666667,0.6,5.8,24
LlanUp2,4122,6/19/2024,5.395833333,3,10.5,83.87083333,67.4,95.8,2.775,1.5,4.8,24
LlanUp2,4122,6/20/2024,4.916666667,3,9.5,88.75833333,77.1,96.5,3.183333333,2.1,5.7,24
LlanUp2,4122,6/21/2024,3.520833333,1,7,96.3625,89.9,99.3,2.995833333,0.6,6.1,24
LlanUp2,4122,6/22/2024,5.791666667,1.5,11.5,87.9875,58.3,99.2,3.775,1.1,7.2,24
LlanUp2,4122,6/23/2024,6.583333333,0,16.5,70.01666667,30.7,97.8,0.520833333,-1.2,2.8,24
LlanUp2,4122,6/24/2024,7.270833333,2,18,51.025,24.6,76.6,-3.058333333,-4.9,0.3,24
LlanUp2,4122,6/25/2024,7.354166667,2,19.5,56.41666667,29.8,78.1,-1.5375,-4,1.9,24
LlanUp2,4122,6/26/2024,7.166666667,2.5,13.5,70.39166667,48.3,83.7,1.825,0,3.4,24
LlanUp2,4122,6/27/2024,7.104166667,1.5,19,66.52083333,31,90.4,0.233333333,-1,1.6,24
LlanUp2,4122,6/28/2024,5.958333333,0.5,16,74.04583333,43.8,89.7,1.183333333,-1,4.2,24
LlanUp2,4122,6/29/2024,7.208333333,0.5,19,72.24583333,37.8,94.3,1.8625,-0.4,4.7,24
LlanUp2,4122,6/30/2024,8.083333333,2.5,16,71.88333333,45.4,91.2,2.970833333,0.4,4.2,24
LlanUp2,4122,7/1/2024,5.4375,1.5,12.5,93.25,76,98.5,4.395833333,1.1,8.4,24
LlanUp2,4122,7/2/2024,5.520833333,3.5,8.5,83.7625,70.2,97.2,2.920833333,1.3,5.3,24
LlanUp2,4122,7/3/2024,6.75,1,17.5,69.03333333,34.3,88.4,0.75,-1.7,3.8,24
LlanUp2,4122,7/4/2024,6.354166667,-0.5,19,68.89166667,29.8,95,-0.079166667,-1.4,2.9,24
LlanUp2,4122,7/5/2024,7.666666667,1,18,60.2,24.1,82.7,-0.6875,-2.9,2.4,24
LlanUp2,4122,7/6/2024,8.041666667,3,18,60.33333333,27.1,80,-0.058333333,-1.5,1.3,24
LlanUp2,4122,7/7/2024,7.895833333,3.5,15.5,63.87916667,36,82.4,0.945833333,-0.1,2.8,24
LlanUp2,4122,7/8/2024,8.020833333,3,17.5,70.2875,40.4,83.8,2.491666667,0.4,5.3,24
LlanUp2,4122,7/9/2024,7.770833333,2.5,18,68.43333333,32.3,91.8,1.633333333,0.1,2.9,24
LlanUp2,4122,7/10/2024,6.416666667,2,17.5,73.05416667,41.8,87.2,1.5375,-0.4,4.4,24
LlanUp2,4122,7/11/2024,6.020833333,-1,18,59.7625,18.1,89.1,-2.9875,-6.6,0,24
LlanUp2,4122,7/12/2024,7.041666667,0.5,18.5,60.70833333,22.7,84.1,-1.029166667,-3.7,1.7,24
LlanUp2,4122,7/13/2024,7.270833333,3.5,17.5,70.38333333,37.9,85,1.895833333,-0.1,4.4,24
LlanUp2,4122,7/14/2024,8.833333333,3,21,58.875,27,80,0.4,-2.3,3,24
LlanUp2,4122,7/15/2024,9.041666667,4.5,20.5,55.90833333,31.4,75.3,-0.025,-2.7,3.2,24
LlanUp2,4122,7/16/2024,7.541666667,2.5,17,38.86666667,19.6,56.6,-6.541666667,-8.4,-3.1,24
LlanUp2,4122,7/17/2024,6.895833333,1.5,15.5,25.8125,16.2,40.3,-12.00833333,-16.4,-9.2,24
LlanUp2,4122,7/18/2024,6.875,1.5,16,23.82083333,12.1,50.3,-13.37916667,-21.8,-5,24
LlanUp2,4122,7/19/2024,6.645833333,0,17.5,35.70833333,15.7,52.9,-8.754166667,-12.1,-6.2,24
LlanUp2,4122,7/20/2024,6.25,1.5,18.5,47.42083333,28.7,67.1,-4.475,-8.8,0,24
LlanUp2,4122,7/21/2024,6.6875,1.5,19.5,58.74166667,29,78.7,-1.433333333,-3.5,1,24
LlanUp2,4122,7/22/2024,6.958333333,2,18.5,61.92083333,28.7,86,-0.670833333,-2,1.2,24
LlanUp2,4122,7/23/2024,6.979166667,1.5,18.5,67.5875,35.3,83.5,0.820833333,-1.6,2.9,24
LlanUp2,4122,7/24/2024,7.208333333,2,14.5,58.67916667,36.8,78.9,-0.754166667,-2.7,0.2,24
LlanUp2,4122,7/25/2024,7.125,4,12,68.34166667,50.7,88.6,1.504166667,0,2.8,24
LlanUp2,4122,7/26/2024,6.854166667,1.5,17,62.17083333,31.5,83.1,-0.579166667,-1.9,1.4,24
LlanUp2,4122,7/27/2024,8.520833333,1.5,18.5,56.84583333,25.5,79.2,-0.558333333,-3.3,2.4,24
LlanUp2,4122,7/28/2024,8.854166667,3.5,19.5,54.0875,19.6,75.6,-1.266666667,-6.8,0.9,24
LlanUp2,4122,7/29/2024,7.8125,2.5,17.5,49.80416667,17.2,72.3,-3.658333333,-8.5,-0.8,24
LlanUp2,4122,7/30/2024,7.8125,2,18.5,50.62083333,23.1,73.9,-2.791666667,-5.5,-0.4,24
LlanUp2,4122,7/31/2024,8.666666667,3.5,20,54.47916667,22.1,77.8,-1.270833333,-3.4,0.4,24
LlanUp2,4122,8/1/2024,8.291666667,2,19.5,56.94583333,24.5,77,-0.845833333,-2.3,1.6,24
LlanUp2,4122,8/2/2024,6.416666667,0,17,65.40416667,32.9,90.2,-0.545833333,-1.9,2.2,24
LlanUp2,4122,8/3/2024,6.708333333,0.5,18.5,67.13333333,32.9,85.4,0.35,-1.8,2.5,24
LlanUp2,4122,8/4/2024,5.875,-0.5,17.5,70.82916667,33.8,94.3,0.1,-1.5,2.2,24
LlanUp2,4122,8/5/2024,5.9375,0,16.5,70.60833333,36.4,91.6,0.345833333,-1.4,2.6,24
LlanUp2,4122,8/6/2024,6.270833333,0.5,17,64.1125,29.5,92.3,-1.041666667,-5.6,0.8,24
LlanUp2,4122,8/7/2024,5.75,-1.5,17.5,46.25416667,20.1,82.5,-6.4375,-10.7,-3.5,24
LlanUp2,4122,8/8/2024,5.875,-0.5,17.5,63.35,35.8,83.9,-1.091666667,-5.1,2.2,24
LlanUp2,4122,8/9/2024,7.5,2.5,19,64.34583333,28.8,87.9,0.129166667,-1.3,1.3,24
LlanUp2,4122,8/10/2024,7.75,0.5,19,64.9625,31.4,83.4,0.783333333,-2,2.8,24
LlanUp2,4122,8/11/2024,8.395833333,2.5,21.5,64.78333333,27.3,87.9,1.129166667,-0.5,3.1,24
LlanUp2,4122,8/12/2024,7.208333333,1.5,15.5,58.85833333,29.5,87.3,-1.2125,-3.2,1.9,24
LlanUp2,4122,8/13/2024,7.604166667,1.5,18,56.88333333,28.1,82.8,-1.375,-3,-0.3,24
LlanUp2,4122,8/14/2024,8.166666667,1.5,18.5,44.80833333,22.7,72,-4.095833333,-9.2,-0.1,24
LlanUp2,4122,8/15/2024,6.958333333,2,17,54.725,27,82.3,-2.6,-6,-0.1,24
LlanUp2,4122,8/16/2024,7.666666667,2,15,47.25,20.1,70.4,-3.658333333,-7.7,-0.3,24
LlanUp2,4122,8/17/2024,7.625,2.5,18,55.8875,27.5,77.2,-1.483333333,-2.8,0,24
LlanUp2,4122,8/18/2024,7.1875,2.5,15.5,60.52916667,35,80,-0.466666667,-2.2,1.1,24
LlanUp2,4122,8/19/2024,7.5,2.5,17,58.44583333,31.6,77.8,-0.7375,-3,0.8,24
LlanUp2,4122,8/20/2024,7.354166667,2.5,15.5,58.24166667,33.7,78.9,-0.8875,-2.4,0.5,24
LlanUp2,4122,8/21/2024,8.020833333,1.5,17.5,59.69166667,31,82.4,-0.25,-2.2,1.2,24
LlanUp2,4122,8/22/2024,8.791666667,3,18,62.80833333,33.5,78.6,1.5125,-0.8,3.4,24
LlanUp2,4122,8/23/2024,9.395833333,3,21.5,58.7875,29.3,81.5,0.820833333,-4.1,2.9,24
LlanUp2,4122,8/24/2024,6.625,3.5,9.5,68.2875,51.9,83.7,1.016666667,-0.1,2.4,24
LlanUp2,4122,8/25/2024,5.583333333,4,9.5,78.30833333,54.2,93.2,1.970833333,-0.9,5.6,24
LlanUp2,4122,8/26/2024,6.270833333,3.5,15,85.32083333,61.1,93.9,3.891666667,1.9,7.7,24
LlanUp2,4122,8/27/2024,8.375,1,19.5,66.07083333,28.4,89.1,1.458333333,-0.9,3.8,24
LlanUp2,4122,8/28/2024,7.854166667,3,19.5,62.67916667,29,84.2,0.279166667,-1.9,1.8,24
LlanUp2,4122,8/29/2024,8.333333333,0,22,57.19166667,21.1,80.9,-1.029166667,-4.1,2.5,24
LlanUp2,4122,8/30/2024,7.979166667,2.5,19.5,63.53333333,30.9,82.4,0.729166667,-1,3.2,24
LlanUp2,4122,8/31/2024,7.9375,0.5,18.5,60.1375,20.6,87.7,-1.016666667,-4.8,3.4,24
LlanUp2,4122,9/1/2024,8.541666667,3,20,60.92083333,27.5,81.2,0.566666667,-1.5,1.5,24
LlanUp2,4122,9/2/2024,6.145833333,3,11,74.15,50.3,91.8,1.675,-0.3,4,24
LlanUp2,4122,9/3/2024,8.583333333,2,20,57.64583333,23.6,83.5,-0.5125,-2,1.7,24
LlanUp2,4122,9/4/2024,9.25,2.5,20,53.5,24.1,75.5,-0.775,-3,0.7,24
LlanUp2,4122,9/5/2024,8.354166667,3,16.5,55.275,29.2,78.9,-0.775,-3.1,0.5,24
LlanUp2,4122,9/6/2024,7.416666667,3.5,13.5,63.07083333,41.3,78.1,0.55,-0.7,1.5,24
LlanUp2,4122,9/7/2024,6.895833333,3,14,61.8125,38.2,81.3,-0.308333333,-2.6,1,24
LlanUp2,4122,9/8/2024,8.083333333,2.5,18.5,50.32916667,24.1,71.6,-2.691666667,-8,0.8,24
LlanUp2,4122,9/9/2024,8.270833333,4,17,53.68333333,23.7,75.1,-1.366666667,-3.9,0.9,24
LlanUp2,4122,9/10/2024,8.854166667,3.5,17.5,36.7375,18.1,60.1,-6.333333333,-11.6,-1.8,24
LlanUp2,4122,9/11/2024,8.9375,2,20,45.875,17.6,69.5,-3.729166667,-6.7,-0.7,24
LlanUp2,4122,9/12/2024,9.354166667,4,19,51.35416667,20.2,77.4,-1.654166667,-7,1.1,24
LlanUp2,4122,9/13/2024,9.333333333,2,21.5,53.8625,23.1,77.7,-0.675,-2.8,1.1,24
LlanUp2,4122,9/14/2024,9.270833333,3.5,19,54.925,24.6,78.5,-0.566666667,-2.9,1.7,24
LlanUp2,4122,9/15/2024,10.0625,5,21,57.4,24.6,78.1,1.0375,-1.1,2.1,24
LlanUp2,4122,9/16/2024,8.5,5,18,63.95416667,34,76.9,1.641666667,0,2.3,24
LlanUp2,4122,9/17/2024,10.3125,5,21,61.54583333,31.3,82.6,2.5,1.4,3.9,24
LlanUp2,4122,9/18/2024,10.375,5.5,20,60.47083333,29.3,82.7,2.295833333,1.5,3.1,24
LlanUp2,4122,9/19/2024,9.854166667,6,19,58.75833333,29,78.3,1.391666667,-0.7,3,24
LlanUp2,4122,9/20/2024,9.1875,3.5,19,52.0875,22.5,81.9,-1.5,-4.5,1.6,24
LlanUp2,4122,9/21/2024,8.5625,4,16,50.39166667,34.9,66,-1.466666667,-4.4,1.1,24
LlanUp2,4122,9/22/2024,6.979166667,4.5,11.5,66.15416667,48.8,82.6,0.95,0,2.3,24
LlanUp2,4122,9/23/2024,7.75,1,18,60.87916667,26.5,85.2,-0.2625,-1.8,1.9,24
LlanUp2,4122,9/24/2024,8.666666667,0.5,21.5,58.69583333,23.6,84.6,-0.241666667,-1.8,1.8,24
LlanUp2,4122,9/25/2024,8.020833333,2,19,67.86666667,35.4,92.5,1.7125,-0.8,3.8,24
LlanUp2,4122,9/26/2024,7.8125,2.5,17.5,72.5,32.4,92.4,2.479166667,0.8,5.1,24
LlanUp2,4122,9/27/2024,6.104166667,3,13,87.40416667,61.2,96.5,4.0625,2.3,6,24
LlanUp2,4122,9/28/2024,5.395833333,3.5,9,96.3625,82.5,99.3,4.85,3.1,8,24
LlanUp2,4122,9/29/2024,7.020833333,2.5,13.5,83.725,53.8,99.2,4.133333333,2,6.8,24
LlanUp2,4122,9/30/2024,7.166666667,3,15.5,79.85,45.9,95.8,3.5125,2.2,5.4,24
LlanUp2,4122,10/1/2024,7.125,3.5,13.5,77.80833333,47.5,95.8,3.208333333,2.1,6.2,24
LlanUp2,4122,10/2/2024,8.145833333,3.5,17.5,72.40833333,30.6,94.5,2.508333333,-0.4,3.8,24
LlanUp2,4122,10/3/2024,7.270833333,3.5,14,77.4,42.9,95.8,3.133333333,0.5,5.5,24
LlanUp2,4122,10/4/2024,7.25,3,15.5,73.05,43.2,95.8,2.225,0.8,3.7,24
LlanUp2,4122,10/5/2024,4.541666667,2.5,7,84.99583333,74.9,95.8,2.191666667,1,3.1,24
LlanUp2,4122,10/6/2024,5.895833333,2,11.5,70.20416667,52.4,86.6,0.65,-0.4,3.5,24
LlanUp2,4122,10/7/2024,7.770833333,3,17,69.00833333,40,91.2,1.8375,-0.1,3.5,24
LlanUp2,4122,10/8/2024,8.479166667,4,18.5,72.68333333,37.4,94.5,3.2625,2.5,4.5,24
LlanUp2,4122,10/9/2024,8.645833333,4,18.5,74.85416667,39.3,95.9,3.825,2.1,5.2,24
LlanUp2,4122,10/10/2024,6.4375,4.5,13.5,93.14166667,70.7,98.6,5.354166667,3.8,8.6,24
LlanUp2,4122,10/11/2024,7.145833333,1.5,19,84.33333333,40.3,98.5,4.2,1.2,7.1,24
LlanUp2,4122,10/12/2024,5.666666667,3,11.5,91.82083333,68.4,98.6,4.35,2.6,7,24
LlanUp2,4122,10/13/2024,6.354166667,3,12.5,85.2625,59.1,98.5,3.833333333,2.6,7.7,24
LlanUp2,4122,10/14/2024,4.625,3,7.5,93.40833333,87.6,96.5,3.654166667,2.2,6.7,24
LlanUp2,4122,10/15/2024,6.229166667,2.5,14.5,83.375,56.2,97.9,3.445833333,1.3,5.9,24
LlanUp2,4122,10/16/2024,7.145833333,3.5,18,80.1,45,98.6,3.5375,2.2,5.9,24
LlanUp2,4122,10/17/2024,7.291666667,3,18,78.625,43.5,97.9,3.395833333,1,6.8,24
LlanUp2,4122,10/18/2024,6.791666667,2.5,17,84.44583333,54.7,97.8,4.0875,2,9.1,24
LlanUp2,4122,10/19/2024,6.375,1.5,15.5,83.8375,52,97.1,3.591666667,0.6,6.5,24
LlanUp2,4122,10/20/2024,7.666666667,2,16,74.65416667,42,94.5,2.870833333,0.9,5.8,24
LlanUp2,4122,10/21/2024,6.833333333,2.5,14,75.2,47.8,95.1,2.341666667,1.1,4.1,24
